ISIN;Country;Year;PRETAX_INCOME;MARKET_VALUE;BOOK_VALUE_EQUITY;ASSETS;CASH_TAX_PAID;INCOME_TAX;NET_INCOME;ROA;TAX_RATE;m1;m2;m3;m4;m5;m6;m7;m8
US5303073051;US;2016;147567;13461.38;847309;961564;-9.41;55837;91730;1392;37.83828656;;;;;;;;
US5018892084;US;2020;88500;10697.21;565572;1236053;248.08;24950;63862;508;28.19202368;2019;2018;2017;2016;2015;2014;2013;2012
US5018892084;US;2016;67728;9426.25;344295;830320;230.04;22057;45612;654;32.56639416;;;;;;;;
US5502411037;US;2020;-78200;10694.98;1116200;5939400;-28.00;45000;-123200;-198;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US5502411037;US;2016;102000;12996.84;1339900;4701700;397.00;39400;62600;132;38.62745098;;;;;;;;
NL0009434992;US;2020;138600;30615.84;797100;3540300;176.00;-4300;142600;433;-3.102453102;2019;2018;2017;2016;2015;2014;2013;2012
NL0009434992;US;2016;523300;34659.09;604800;2344200;741.00;138600;384200;1663;26.48576342;;;;;;;;
US55261F1049;US;2020;163484;16336.83;1618728;14260111;275.56;33469;134729;103;20.47231476;2019;2018;2017;2016;2015;2014;2013;2012
US55261F1049;US;2016;200230;24436.45;1648662;12344921;276.87;69819;130473;106;34.869298;;;;;;;;
US5732841060;US;2020;88930;17691.33;589070;1088330;114.90;16820;72040;676;18.91375239;2019;2018;2017;2016;2015;2014;2013;2012
US5732841060;US;2016;60703;13995.38;413998;755961;124.34;18158;42361;572;29.91361189;;;;;;;;
US5745991068;US;2020;113100;14182.93;19500;577700;442.00;26900;80400;1488;23.78426172;2019;2018;2017;2016;2015;2014;2013;2012
US5745991068;US;2016;83200;10055.16;-29800;513700;190.00;29600;48700;902;35.57692308;;;;;;;;
US57772K1016;US;2020;67810;15794.38;165746;362930;98.21;2340;65469;1776;3.451133763;2019;2018;2017;2016;2015;2014;2013;2012
US57772K1016;US;2016;28505;9965.21;210781;423462;43.90;5758;22748;538;20.19933065;;;;;;;;
US58155Q1031;US;2020;114400;21912.12;509200;6124700;368.00;1800;90600;150;1.573426573;2019;2018;2017;2016;2015;2014;2013;2012
US58155Q1031;US;2016;325000;35381.25;892400;5652300;923.00;90800;229000;415;27.93846154;;;;;;;;
US5926881054;US;2020;74874;26750.39;28268;281455;134.67;14600;60274;2151;19.4998818;2019;2018;2017;2016;2015;2014;2013;2012
US5926881054;US;2016;50419;10891.03;43494;216678;92.59;11982;38437;1863;23.76530416;;;;;;;;
US0605051046;US;2018;3458400;238251.22;26532500;236136100;2470.00;643700;2814700;121;18.61265325;;;;;;;;
US6934751057;US;2018;642800;53427.87;4772800;38414400;-96.00;108200;528000;138;16.83260734;;;;;;;;
US0010551028;US;2018;398300;34410.83;2346200;14465600;998.00;106300;292000;204;26.68842581;;;;;;;;
US3635761097;US;2018;47940;13560.80;449890;1633400;68.10;-19650;63350;406;-40.98873592;;;;;;;;
US4165151048;US;2018;175300;15964.26;1310100;5819900;-9.00;26800;148500;106;15.28807758;;;;;;;;
US0152711091;US;2018;60578;12793.00;734197;1446496;#N/B;0;57627;434;0;;;;;;;;
US87165B1035;US;2018;364400;16862.08;1467800;10679200;772.00;85400;279000;275;23.43578485;;;;;;;;
US92276F1003;US;2018;37604;20891.55;1021586;2258456;#N/B;-3995;40948;176;-10.6247241;;;;;;;;
US4932671088;US;2018;220300;15068.26;1559500;14030500;12.00;34400;185900;134;15.61507036;;;;;;;;
US55261F1049;US;2018;243207;19828.42;1546019;12009740;375.12;53799;190855;160;22.12069467;;;;;;;;
US6311031081;US;2018;106400;13472.52;544900;1570000;221.00;60600;45800;295;56.95488722;;;;;;;;
US8666741041;US;2018;12025;8783.37;314844;671003;0.46;9;10640;166;0.073183308;;;;;;;;
US4461501045;US;2018;162800;12477.47;1110200;10878100;52.00;23500;139300;131;14.43488943;;;;;;;;
US1011211018;US;2018;71256;17384.30;588317;2025648;#N/B;0;58275;294;0;;;;;;;;
US0605051046;US;2019;3275400;311209.17;26481000;244432500;4359.00;532400;2743000;114;16.25450327;;;;;;;;
US6934751057;US;2019;648000;69119.79;4931400;41241900;413.00;106200;534800;134;16.38888889;;;;;;;;
US0010551028;US;2019;444500;38447.35;2895900;15795500;1384.00;114100;330400;218;25.66929134;;;;;;;;
US3635761097;US;2019;62610;17912.76;515550;1963480;22.20;-8970;66880;372;-14.32678486;;;;;;;;
US4165151048;US;2019;256000;21851.08;1627000;6611400;-396.00;47500;208500;335;18.5546875;;;;;;;;
US0152711091;US;2019;68726;19518.91;886583;1839050;#N/B;0;63999;390;0;;;;;;;;
US87165B1035;US;2019;488700;22179.47;1508800;10482600;1017.00;114000;374700;354;23.3271946;;;;;;;;
US92276F1003;US;2019;38299;21525.99;1044589;2469221;#N/B;-5631;43302;183;-14.70284892;;;;;;;;
US4932671088;US;2019;202200;19778.30;1703800;14498800;18.00;31400;170800;120;15.52917903;;;;;;;;
US55261F1049;US;2019;244206;22167.49;1571665;11987276;320.51;54991;191895;160;22.51835642;;;;;;;;
US6311031081;US;2019;101900;17681.61;563900;1392400;205.00;24500;77400;523;24.04317959;;;;;;;;
US8666741041;US;2019;17825;13986.32;387064;780206;0.95;87;16038;221;0.489756076;;;;;;;;
US4461501045;US;2019;165900;15381.65;1179500;10900200;111.00;24800;141100;130;14.94876432;;;;;;;;
US1011211018;US;2019;65200;21339.39;568469;2128491;#N/B;0;52153;251;0;;;;;;;;
US0605051046;US;2017;2921300;303681.17;26714600;228807100;3235.00;1098100;1823200;81;37.58942936;;;;;;;;
US6934751057;US;2017;549000;68249.17;4751300;38247100;48.00;10200;531500;141;1.857923497;;;;;;;;
US0010551028;US;2017;401800;34274.14;2459800;14156800;780.00;-58600;460400;338;-14.58437033;;;;;;;;
US3635761097;US;2017;35980;11453.68;423560;1490970;55.80;-15710;48130;365;-43.66314619;;;;;;;;
US4165151048;US;2017;72300;20082.68;1349400;22173800;-6.00;98500;-26200;-12;136.2378976;;;;;;;;
US0152711091;US;2017;25232;13030.75;594967;1210395;#N/B;0;22256;198;0;;;;;;;;
US87165B1035;US;2017;332400;29750.22;1423400;9580800;754.00;138900;193500;208;41.78700361;;;;;;;;
US92276F1003;US;2017;130142;21374.72;1086623;2395454;#N/B;-5980;135658;576;-4.594893436;;;;;;;;
US4932671088;US;2017;192800;21563.43;1502300;13769800;6.00;63700;128900;94;33.03941909;;;;;;;;
US55261F1049;US;2017;226585;25667.57;1625082;11859349;494.21;85855;140024;116;37.89067517;;;;;;;;
US6311031081;US;2017;87200;12864.49;588000;1535400;154.00;14300;72900;494;16.39908257;;;;;;;;
US8666741041;US;2017;8168;7392.62;264150;611196;-0.19;-14;7264;121;-0.166497313;;;;;;;;
US4461501045;US;2017;139400;15608.71;1081400;10418500;84.00;20800;118600;116;14.92109039;;;;;;;;
US1011211018;US;2017;56248;20066.92;581396;1937223;#N/B;0;46244;242;0;;;;;;;;
US6092071058;US;2020;437200;82979.12;2757800;6781000;1264.00;122400;355500;537;27.99634035;2019;2018;2017;2016;2015;2014;2013;2012
US6092071058;US;2016;149700;67752.44;2516100;6153800;527.00;12900;165900;267;8.617234469;;;;;;;;
US6200763075;US;2020;117400;28808.16;-55800;1087600;181.00;22100;94900;882;18.82453152;2019;2018;2017;2016;2015;2014;2013;2012
US6200763075;US;2016;84400;13651.98;-96400;846300;66.00;28200;56000;666;33.41232227;;;;;;;;
US6311031081;US;2020;121200;21893.30;643300;1797900;290.00;27900;93300;585;23.01980198;2019;2018;2017;2016;2015;2014;2013;2012
US6311031081;US;2016;13600;11180.81;543000;1415000;191.00;2800;10800;83;20.58823529;;;;;;;;
US64110D1046;US;2020;94400;9430.14;24200;752200;276.00;12500;81900;1007;13.24152542;2019;2018;2017;2016;2015;2014;2013;2012
US64110D1046;US;2016;34500;6642.84;288100;1008400;161.00;11600;22900;235;33.62318841;;;;;;;;
US6516391066;US;2020;314300;47912.00;2300800;4136900;400.00;70400;266600;655;22.39898186;2019;2018;2017;2016;2015;2014;2013;2012
US6516391066;US;2016;-21400;18072.94;1072100;2103100;85.00;56300;-22000;-95;#N/B;;;;;;;;
US6700024010;US;2020;-41826;7912.05;62721;158248;#N/B;0;-41826;-4765;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US6700024010;US;2016;-27997;341.77;-555;39430;#N/B;0;-27997;-7175;#N/B;;;;;;;;
JE00BYSS4X48;US;2020;1810;17707.92;47653;105198;-3.26;-171;1981;259;-9.424372997;2019;2018;2017;2016;2015;2014;2013;2012
JE00BYSS4X48;US;2016;-12146;683.47;14235;28208;9.45;1038;-13185;-4474;#N/B;;;;;;;;
US6703461052;US;2020;83554;16076.41;1078867;2012539;50.30;-49;71711;373;-0.058644849;2019;2018;2017;2016;2015;2014;2013;2012
US6703461052;US;2016;129866;18971.23;787987;1522352;329.30;39824;79364;529;30.66570978;;;;;;;;
US62944T1051;US;2020;107803;14642.13;310307;577714;163.08;17679;90125;1880;16.39884864;2019;2018;2017;2016;2015;2014;2013;2012
US6092071058;US;2018;362000;58083.52;2563700;6272900;864.00;77300;338100;538;21.35359116;;;;;;;;
